,confirm,country,date,continent
0,41.0,中国,2020.01.13,亚洲
1,41.0,中国,2020.01.14,亚洲
2,41.0,中国,2020.01.15,亚洲
3,45.0,中国,2020.01.16,亚洲
4,62.0,中国,2020.01.17,亚洲
5,198.0,中国,2020.01.18,亚洲
6,275.0,中国,2020.01.19,亚洲
7,291.0,中国,2020.01.20,亚洲
8,440.0,中国,2020.01.21,亚洲
9,574.0,中国,2020.01.22,亚洲
10,835.0,中国,2020.01.23,亚洲
11,1297.0,中国,2020.01.24,亚洲
12,1985.0,中国,2020.01.25,亚洲
13,2761.0,中国,2020.01.26,亚洲
14,4535.0,中国,2020.01.27,亚洲
15,5997.0,中国,2020.01.28,亚洲
16,14.0,泰国,2020.01.28,亚洲
17,7.0,新加坡,2020.01.28,亚洲
18,5.0,美国,2020.01.28,北美洲
19,5.0,澳大利亚,2020.01.28,大洋洲
20,4.0,韩国,2020.01.28,亚洲
21,4.0,马来西亚,2020.01.28,亚洲
22,3.0,法国,2020.01.28,欧洲
23,2.0,加拿大,2020.01.28,北美洲
24,2.0,越南,2020.01.28,亚洲
25,1.0,德国,2020.01.28,欧洲
26,1.0,菲律宾,2020.01.28,亚洲
27,1.0,斯里兰卡,2020.01.28,亚洲
28,1.0,尼泊尔,2020.01.28,亚洲
29,7736.0,中国,2020.01.29,亚洲
30,14.0,泰国,2020.01.29,亚洲
31,10.0,新加坡,2020.01.29,亚洲
32,7.0,澳大利亚,2020.01.29,大洋洲
33,7.0,马来西亚,2020.01.29,亚洲
34,5.0,美国,2020.01.29,北美洲
35,4.0,德国,2020.01.29,欧洲
36,4.0,法国,2020.01.29,欧洲
37,4.0,韩国,2020.01.29,亚洲
38,4.0,阿联酋,2020.01.29,亚洲
39,2.0,加拿大,2020.01.29,北美洲
40,2.0,越南,2020.01.29,亚洲
41,1.0,菲律宾,2020.01.29,亚洲
42,1.0,斯里兰卡,2020.01.29,亚洲
43,1.0,尼泊尔,2020.01.29,亚洲
44,9720.0,中国,2020.01.30,亚洲
45,16.0,新加坡,2020.01.30,亚洲
46,14.0,泰国,2020.01.30,亚洲
47,8.0,澳大利亚,2020.01.30,大洋洲
48,8.0,马来西亚,2020.01.30,亚洲
49,6.0,美国,2020.01.30,北美洲
50,6.0,法国,2020.01.30,欧洲
51,6.0,韩国,2020.01.30,亚洲
52,5.0,越南,2020.01.30,亚洲
53,4.0,德国,2020.01.30,欧洲
54,4.0,阿联酋,2020.01.30,亚洲
55,3.0,加拿大,2020.01.30,北美洲
56,1.0,菲律宾,2020.01.30,亚洲
57,1.0,芬兰,2020.01.30,欧洲
58,1.0,印度,2020.01.30,亚洲
59,1.0,斯里兰卡,2020.01.30,亚洲
60,1.0,尼泊尔,2020.01.30,亚洲
61,11821.0,中国,2020.01.31,亚洲
62,19.0,泰国,2020.01.31,亚洲
63,16.0,新加坡,2020.01.31,亚洲
64,11.0,韩国,2020.01.31,亚洲
65,9.0,澳大利亚,2020.01.31,大洋洲
66,8.0,马来西亚,2020.01.31,亚洲
67,6.0,美国,2020.01.31,北美洲
68,6.0,德国,2020.01.31,欧洲
69,6.0,法国,2020.01.31,欧洲
70,5.0,阿联酋,2020.01.31,亚洲
71,5.0,越南,2020.01.31,亚洲
72,3.0,加拿大,2020.01.31,北美洲
73,2.0,意大利,2020.01.31,欧洲
74,2.0,英国,2020.01.31,欧洲
75,2.0,俄罗斯,2020.01.31,欧洲
76,1.0,瑞典,2020.01.31,欧洲
77,1.0,菲律宾,2020.01.31,亚洲
78,1.0,芬兰,2020.01.31,欧洲
79,1.0,印度,2020.01.31,亚洲
80,1.0,斯里兰卡,2020.01.31,亚洲
81,1.0,柬埔寨,2020.01.31,亚洲
82,1.0,尼泊尔,2020.01.31,亚洲
83,14411.0,中国,2020.02.01,亚洲
84,19.0,泰国,2020.02.01,亚洲
85,18.0,新加坡,2020.02.01,亚洲
86,12.0,韩国,2020.02.01,亚洲
87,12.0,澳大利亚,2020.02.01,大洋洲
88,8.0,马来西亚,2020.02.01,亚洲
89,7.0,美国,2020.02.01,北美洲
90,7.0,德国,2020.02.01,欧洲
91,6.0,法国,2020.02.01,欧洲
92,6.0,越南,2020.02.01,亚洲
93,5.0,阿联酋,2020.02.01,亚洲
94,4.0,加拿大,2020.02.01,北美洲
95,2.0,意大利,2020.02.01,欧洲
96,2.0,西班牙,2020.02.01,欧洲
97,2.0,英国,2020.02.01,欧洲
98,2.0,俄罗斯,2020.02.01,欧洲
99,1.0,瑞典,2020.02.01,欧洲
100,1.0,菲律宾,2020.02.01,亚洲
101,1.0,芬兰,2020.02.01,欧洲
102,1.0,印度,2020.02.01,亚洲
103,1.0,斯里兰卡,2020.02.01,亚洲
104,1.0,柬埔寨,2020.02.01,亚洲
105,1.0,尼泊尔,2020.02.01,亚洲
106,17238.0,中国,2020.02.02,亚洲
107,19.0,泰国,2020.02.02,亚洲
108,18.0,新加坡,2020.02.02,亚洲
109,15.0,韩国,2020.02.02,亚洲
110,12.0,澳大利亚,2020.02.02,大洋洲
111,10.0,德国,2020.02.02,欧洲
112,8.0,美国,2020.02.02,北美洲
113,8.0,马来西亚,2020.02.02,亚洲
114,7.0,越南,2020.02.02,亚洲
115,6.0,法国,2020.02.02,欧洲
116,5.0,阿联酋,2020.02.02,亚洲
117,4.0,加拿大,2020.02.02,北美洲
118,2.0,意大利,2020.02.02,欧洲
119,2.0,西班牙,2020.02.02,欧洲
120,2.0,英国,2020.02.02,欧洲
121,2.0,俄罗斯,2020.02.02,欧洲
122,2.0,菲律宾,2020.02.02,亚洲
123,2.0,印度,2020.02.02,亚洲
124,1.0,瑞典,2020.02.02,欧洲
125,1.0,芬兰,2020.02.02,欧洲
126,1.0,斯里兰卡,2020.02.02,亚洲
127,1.0,柬埔寨,2020.02.02,亚洲
128,1.0,尼泊尔,2020.02.02,亚洲
129,20471.0,中国,2020.02.03,亚洲
130,19.0,泰国,2020.02.03,亚洲
131,18.0,新加坡,2020.02.03,亚洲
132,15.0,韩国,2020.02.03,亚洲
133,12.0,澳大利亚,2020.02.03,大洋洲
134,11.0,美国,2020.02.03,北美洲
135,10.0,德国,2020.02.03,欧洲
136,8.0,马来西亚,2020.02.03,亚洲
137,8.0,越南,2020.02.03,亚洲
138,6.0,法国,2020.02.03,欧洲
139,5.0,阿联酋,2020.02.03,亚洲
140,4.0,加拿大,2020.02.03,北美洲
141,3.0,印度,2020.02.03,亚洲
142,2.0,意大利,2020.02.03,欧洲
143,2.0,西班牙,2020.02.03,欧洲
144,2.0,英国,2020.02.03,欧洲
145,2.0,俄罗斯,2020.02.03,欧洲
146,2.0,菲律宾,2020.02.03,亚洲
147,1.0,瑞典,2020.02.03,欧洲
148,1.0,芬兰,2020.02.03,欧洲
149,1.0,斯里兰卡,2020.02.03,亚洲
150,1.0,柬埔寨,2020.02.03,亚洲
151,1.0,尼泊尔,2020.02.03,亚洲
152,24363.0,中国,2020.02.04,亚洲
153,25.0,泰国,2020.02.04,亚洲
154,24.0,新加坡,2020.02.04,亚洲
155,16.0,韩国,2020.02.04,亚洲
156,13.0,澳大利亚,2020.02.04,大洋洲
157,12.0,德国,2020.02.04,欧洲
158,11.0,美国,2020.02.04,北美洲
159,10.0,马来西亚,2020.02.04,亚洲
160,10.0,越南,2020.02.04,亚洲
161,6.0,法国,2020.02.04,欧洲
162,5.0,阿联酋,2020.02.04,亚洲
163,4.0,加拿大,2020.02.04,北美洲
164,3.0,印度,2020.02.04,亚洲
165,2.0,意大利,2020.02.04,欧洲
166,2.0,西班牙,2020.02.04,欧洲
167,2.0,英国,2020.02.04,欧洲
168,2.0,俄罗斯,2020.02.04,欧洲
169,2.0,菲律宾,2020.02.04,亚洲
170,1.0,比利时,2020.02.04,欧洲
171,1.0,瑞典,2020.02.04,欧洲
172,1.0,芬兰,2020.02.04,欧洲
173,1.0,斯里兰卡,2020.02.04,亚洲
174,1.0,柬埔寨,2020.02.04,亚洲
175,1.0,尼泊尔,2020.02.04,亚洲
176,28060.0,中国,2020.02.05,亚洲
177,28.0,新加坡,2020.02.05,亚洲
178,25.0,泰国,2020.02.05,亚洲
179,19.0,韩国,2020.02.05,亚洲
180,14.0,澳大利亚,2020.02.05,大洋洲
181,12.0,德国,2020.02.05,欧洲
182,12.0,马来西亚,2020.02.05,亚洲
183,11.0,美国,2020.02.05,北美洲
184,10.0,越南,2020.02.05,亚洲
185,6.0,法国,2020.02.05,欧洲
186,5.0,加拿大,2020.02.05,北美洲
187,5.0,阿联酋,2020.02.05,亚洲
188,3.0,菲律宾,2020.02.05,亚洲
189,3.0,印度,2020.02.05,亚洲
190,2.0,意大利,2020.02.05,欧洲
191,2.0,西班牙,2020.02.05,欧洲
192,2.0,英国,2020.02.05,欧洲
193,2.0,俄罗斯,2020.02.05,欧洲
194,1.0,比利时,2020.02.05,欧洲
195,1.0,瑞典,2020.02.05,欧洲
196,1.0,芬兰,2020.02.05,欧洲
197,1.0,斯里兰卡,2020.02.05,亚洲
198,1.0,柬埔寨,2020.02.05,亚洲
199,1.0,尼泊尔,2020.02.05,亚洲
200,31211.0,中国,2020.02.06,亚洲
201,30.0,新加坡,2020.02.06,亚洲
202,25.0,泰国,2020.02.06,亚洲
203,23.0,韩国,2020.02.06,亚洲
204,15.0,澳大利亚,2020.02.06,大洋洲
205,14.0,马来西亚,2020.02.06,亚洲
206,12.0,美国,2020.02.06,北美洲
207,12.0,德国,2020.02.06,欧洲
208,12.0,越南,2020.02.06,亚洲
209,6.0,法国,2020.02.06,欧洲
210,5.0,加拿大,2020.02.06,北美洲
211,5.0,阿联酋,2020.02.06,亚洲
212,3.0,英国,2020.02.06,欧洲
213,3.0,菲律宾,2020.02.06,亚洲
214,3.0,印度,2020.02.06,亚洲
215,2.0,意大利,2020.02.06,欧洲
216,2.0,西班牙,2020.02.06,欧洲
217,2.0,俄罗斯,2020.02.06,欧洲
218,1.0,比利时,2020.02.06,欧洲
219,1.0,瑞典,2020.02.06,欧洲
220,1.0,芬兰,2020.02.06,欧洲
221,1.0,斯里兰卡,2020.02.06,亚洲
222,1.0,柬埔寨,2020.02.06,亚洲
223,1.0,尼泊尔,2020.02.06,亚洲
224,34598.0,中国,2020.02.07,亚洲
225,33.0,新加坡,2020.02.07,亚洲
226,25.0,泰国,2020.02.07,亚洲
227,24.0,韩国,2020.02.07,亚洲
228,15.0,澳大利亚,2020.02.07,大洋洲
229,15.0,马来西亚,2020.02.07,亚洲
230,13.0,德国,2020.02.07,欧洲
231,12.0,美国,2020.02.07,北美洲
232,12.0,越南,2020.02.07,亚洲
233,6.0,法国,2020.02.07,欧洲
234,5.0,加拿大,2020.02.07,北美洲
235,5.0,阿联酋,2020.02.07,亚洲
236,3.0,意大利,2020.02.07,欧洲
237,3.0,英国,2020.02.07,欧洲
238,3.0,菲律宾,2020.02.07,亚洲
239,3.0,印度,2020.02.07,亚洲
240,2.0,西班牙,2020.02.07,欧洲
241,2.0,俄罗斯,2020.02.07,欧洲
242,1.0,比利时,2020.02.07,欧洲
243,1.0,瑞典,2020.02.07,欧洲
244,1.0,芬兰,2020.02.07,欧洲
245,1.0,斯里兰卡,2020.02.07,亚洲
246,1.0,柬埔寨,2020.02.07,亚洲
247,1.0,尼泊尔,2020.02.07,亚洲
248,37251.0,中国,2020.02.08,亚洲
249,40.0,新加坡,2020.02.08,亚洲
250,32.0,泰国,2020.02.08,亚洲
251,24.0,韩国,2020.02.08,亚洲
252,16.0,马来西亚,2020.02.08,亚洲
253,15.0,澳大利亚,2020.02.08,大洋洲
254,13.0,德国,2020.02.08,欧洲
255,13.0,越南,2020.02.08,亚洲
256,12.0,美国,2020.02.08,北美洲
257,11.0,法国,2020.02.08,欧洲
258,7.0,阿联酋,2020.02.08,亚洲
259,5.0,加拿大,2020.02.08,北美洲
260,3.0,意大利,2020.02.08,欧洲
261,3.0,英国,2020.02.08,欧洲
262,3.0,菲律宾,2020.02.08,亚洲
263,3.0,印度,2020.02.08,亚洲
264,2.0,西班牙,2020.02.08,欧洲
265,2.0,俄罗斯,2020.02.08,欧洲
266,1.0,比利时,2020.02.08,欧洲
267,1.0,瑞典,2020.02.08,欧洲
268,1.0,芬兰,2020.02.08,欧洲
269,1.0,斯里兰卡,2020.02.08,亚洲
270,1.0,柬埔寨,2020.02.08,亚洲
271,1.0,尼泊尔,2020.02.08,亚洲
272,40235.0,中国,2020.02.09,亚洲
273,40.0,新加坡,2020.02.09,亚洲
274,32.0,泰国,2020.02.09,亚洲
275,27.0,韩国,2020.02.09,亚洲
276,17.0,马来西亚,2020.02.09,亚洲
277,15.0,澳大利亚,2020.02.09,大洋洲
278,14.0,德国,2020.02.09,欧洲
279,14.0,越南,2020.02.09,亚洲
280,12.0,美国,2020.02.09,北美洲
281,11.0,法国,2020.02.09,欧洲
282,7.0,加拿大,2020.02.09,北美洲
283,7.0,阿联酋,2020.02.09,亚洲
284,3.0,意大利,2020.02.09,欧洲
285,3.0,英国,2020.02.09,欧洲
286,3.0,菲律宾,2020.02.09,亚洲
287,3.0,印度,2020.02.09,亚洲
288,2.0,西班牙,2020.02.09,欧洲
289,2.0,俄罗斯,2020.02.09,欧洲
290,1.0,比利时,2020.02.09,欧洲
291,1.0,瑞典,2020.02.09,欧洲
292,1.0,芬兰,2020.02.09,欧洲
293,1.0,斯里兰卡,2020.02.09,亚洲
294,1.0,柬埔寨,2020.02.09,亚洲
295,1.0,尼泊尔,2020.02.09,亚洲
296,42708.0,中国,2020.02.10,亚洲
297,45.0,新加坡,2020.02.10,亚洲
298,32.0,泰国,2020.02.10,亚洲
299,27.0,韩国,2020.02.10,亚洲
300,18.0,马来西亚,2020.02.10,亚洲
301,15.0,澳大利亚,2020.02.10,大洋洲
302,14.0,德国,2020.02.10,欧洲
303,14.0,越南,2020.02.10,亚洲
304,12.0,美国,2020.02.10,北美洲
305,11.0,法国,2020.02.10,欧洲
306,8.0,英国,2020.02.10,欧洲
307,7.0,加拿大,2020.02.10,北美洲
308,7.0,阿联酋,2020.02.10,亚洲
309,3.0,意大利,2020.02.10,欧洲
310,3.0,菲律宾,2020.02.10,亚洲
311,3.0,印度,2020.02.10,亚洲
312,2.0,西班牙,2020.02.10,欧洲
313,2.0,俄罗斯,2020.02.10,欧洲
314,1.0,比利时,2020.02.10,欧洲
315,1.0,瑞典,2020.02.10,欧洲
316,1.0,芬兰,2020.02.10,欧洲
317,1.0,斯里兰卡,2020.02.10,亚洲
318,1.0,柬埔寨,2020.02.10,亚洲
319,1.0,尼泊尔,2020.02.10,亚洲
320,44730.0,中国,2020.02.11,亚洲
321,47.0,新加坡,2020.02.11,亚洲
322,33.0,泰国,2020.02.11,亚洲
323,28.0,韩国,2020.02.11,亚洲
324,18.0,马来西亚,2020.02.11,亚洲
325,15.0,澳大利亚,2020.02.11,大洋洲
326,15.0,越南,2020.02.11,亚洲
327,14.0,德国,2020.02.11,欧洲
328,13.0,美国,2020.02.11,北美洲
329,11.0,法国,2020.02.11,欧洲
330,8.0,英国,2020.02.11,欧洲
331,8.0,阿联酋,2020.02.11,亚洲
332,7.0,加拿大,2020.02.11,北美洲
333,3.0,意大利,2020.02.11,欧洲
334,3.0,菲律宾,2020.02.11,亚洲
335,3.0,印度,2020.02.11,亚洲
336,2.0,西班牙,2020.02.11,欧洲
337,2.0,俄罗斯,2020.02.11,欧洲
338,1.0,比利时,2020.02.11,欧洲
339,1.0,瑞典,2020.02.11,欧洲
340,1.0,芬兰,2020.02.11,欧洲
341,1.0,斯里兰卡,2020.02.11,亚洲
342,1.0,柬埔寨,2020.02.11,亚洲
343,1.0,尼泊尔,2020.02.11,亚洲
344,59882.0,中国,2020.02.12,亚洲
345,50.0,新加坡,2020.02.12,亚洲
346,33.0,泰国,2020.02.12,亚洲
347,28.0,韩国,2020.02.12,亚洲
348,18.0,马来西亚,2020.02.12,亚洲
349,16.0,德国,2020.02.12,欧洲
350,15.0,澳大利亚,2020.02.12,大洋洲
351,15.0,越南,2020.02.12,亚洲
352,13.0,美国,2020.02.12,北美洲
353,11.0,法国,2020.02.12,欧洲
354,8.0,英国,2020.02.12,欧洲
355,8.0,阿联酋,2020.02.12,亚洲
356,7.0,加拿大,2020.02.12,北美洲
357,3.0,意大利,2020.02.12,欧洲
358,3.0,菲律宾,2020.02.12,亚洲
359,3.0,印度,2020.02.12,亚洲
360,2.0,西班牙,2020.02.12,欧洲
361,2.0,俄罗斯,2020.02.12,欧洲
362,1.0,比利时,2020.02.12,欧洲
363,1.0,瑞典,2020.02.12,欧洲
364,1.0,芬兰,2020.02.12,欧洲
365,1.0,斯里兰卡,2020.02.12,亚洲
366,1.0,柬埔寨,2020.02.12,亚洲
367,1.0,尼泊尔,2020.02.12,亚洲
368,63932.0,中国,2020.02.13,亚洲
369,58.0,新加坡,2020.02.13,亚洲
370,33.0,泰国,2020.02.13,亚洲
371,28.0,韩国,2020.02.13,亚洲
372,19.0,马来西亚,2020.02.13,亚洲
373,16.0,德国,2020.02.13,欧洲
374,16.0,越南,2020.02.13,亚洲
375,15.0,澳大利亚,2020.02.13,大洋洲
376,14.0,美国,2020.02.13,北美洲
377,11.0,法国,2020.02.13,欧洲
378,9.0,英国,2020.02.13,欧洲
379,8.0,阿联酋,2020.02.13,亚洲
380,7.0,加拿大,2020.02.13,北美洲
381,3.0,意大利,2020.02.13,欧洲
382,3.0,菲律宾,2020.02.13,亚洲
383,3.0,印度,2020.02.13,亚洲
384,2.0,西班牙,2020.02.13,欧洲
385,2.0,俄罗斯,2020.02.13,欧洲
386,1.0,比利时,2020.02.13,欧洲
387,1.0,瑞典,2020.02.13,欧洲
388,1.0,芬兰,2020.02.13,欧洲
389,1.0,斯里兰卡,2020.02.13,亚洲
390,1.0,柬埔寨,2020.02.13,亚洲
391,1.0,尼泊尔,2020.02.13,亚洲
392,66576.0,中国,2020.02.14,亚洲
393,67.0,新加坡,2020.02.14,亚洲
394,33.0,泰国,2020.02.14,亚洲
395,28.0,韩国,2020.02.14,亚洲
396,19.0,马来西亚,2020.02.14,亚洲
397,16.0,德国,2020.02.14,欧洲
398,16.0,越南,2020.02.14,亚洲
399,15.0,美国,2020.02.14,北美洲
400,15.0,澳大利亚,2020.02.14,大洋洲
401,11.0,法国,2020.02.14,欧洲
402,9.0,英国,2020.02.14,欧洲
403,8.0,阿联酋,2020.02.14,亚洲
404,7.0,加拿大,2020.02.14,北美洲
405,3.0,意大利,2020.02.14,欧洲
406,3.0,菲律宾,2020.02.14,亚洲
407,3.0,印度,2020.02.14,亚洲
408,2.0,西班牙,2020.02.14,欧洲
409,2.0,俄罗斯,2020.02.14,欧洲
410,1.0,比利时,2020.02.14,欧洲
411,1.0,瑞典,2020.02.14,欧洲
412,1.0,芬兰,2020.02.14,欧洲
413,1.0,斯里兰卡,2020.02.14,亚洲
414,1.0,柬埔寨,2020.02.14,亚洲
415,1.0,尼泊尔,2020.02.14,亚洲
416,68584.0,中国,2020.02.15,亚洲
417,67.0,新加坡,2020.02.15,亚洲
418,34.0,泰国,2020.02.15,亚洲
419,28.0,韩国,2020.02.15,亚洲
420,21.0,马来西亚,2020.02.15,亚洲
421,16.0,德国,2020.02.15,欧洲
422,16.0,越南,2020.02.15,亚洲
423,15.0,美国,2020.02.15,北美洲
424,15.0,澳大利亚,2020.02.15,大洋洲
425,11.0,法国,2020.02.15,欧洲
426,9.0,英国,2020.02.15,欧洲
427,8.0,加拿大,2020.02.15,北美洲
428,8.0,阿联酋,2020.02.15,亚洲
429,3.0,意大利,2020.02.15,欧洲
430,3.0,菲律宾,2020.02.15,亚洲
431,3.0,印度,2020.02.15,亚洲
432,2.0,西班牙,2020.02.15,欧洲
433,2.0,俄罗斯,2020.02.15,欧洲
434,1.0,比利时,2020.02.15,欧洲
435,1.0,瑞典,2020.02.15,欧洲
436,1.0,芬兰,2020.02.15,欧洲
437,1.0,斯里兰卡,2020.02.15,亚洲
438,1.0,柬埔寨,2020.02.15,亚洲
439,1.0,尼泊尔,2020.02.15,亚洲
440,70635.0,中国,2020.02.16,亚洲
441,72.0,新加坡,2020.02.16,亚洲
442,35.0,泰国,2020.02.16,亚洲
443,29.0,韩国,2020.02.16,亚洲
444,22.0,马来西亚,2020.02.16,亚洲
445,16.0,德国,2020.02.16,欧洲
446,16.0,越南,2020.02.16,亚洲
447,15.0,美国,2020.02.16,北美洲
448,15.0,澳大利亚,2020.02.16,大洋洲
449,12.0,法国,2020.02.16,欧洲
450,9.0,英国,2020.02.16,欧洲
451,8.0,加拿大,2020.02.16,北美洲
452,8.0,阿联酋,2020.02.16,亚洲
453,3.0,意大利,2020.02.16,欧洲
454,3.0,菲律宾,2020.02.16,亚洲
455,3.0,印度,2020.02.16,亚洲
456,2.0,西班牙,2020.02.16,欧洲
457,2.0,俄罗斯,2020.02.16,欧洲
458,1.0,比利时,2020.02.16,欧洲
459,1.0,瑞典,2020.02.16,欧洲
460,1.0,芬兰,2020.02.16,欧洲
461,1.0,斯里兰卡,2020.02.16,亚洲
462,1.0,柬埔寨,2020.02.16,亚洲
463,1.0,尼泊尔,2020.02.16,亚洲
464,72528.0,中国,2020.02.17,亚洲
465,75.0,新加坡,2020.02.17,亚洲
466,35.0,泰国,2020.02.17,亚洲
467,30.0,韩国,2020.02.17,亚洲
468,22.0,马来西亚,2020.02.17,亚洲
469,16.0,德国,2020.02.17,欧洲
470,16.0,越南,2020.02.17,亚洲
471,15.0,美国,2020.02.17,北美洲
472,15.0,澳大利亚,2020.02.17,大洋洲
473,12.0,法国,2020.02.17,欧洲
474,9.0,英国,2020.02.17,欧洲
475,9.0,阿联酋,2020.02.17,亚洲
476,8.0,加拿大,2020.02.17,北美洲
477,3.0,意大利,2020.02.17,欧洲
478,3.0,菲律宾,2020.02.17,亚洲
479,3.0,印度,2020.02.17,亚洲
480,2.0,西班牙,2020.02.17,欧洲
481,2.0,俄罗斯,2020.02.17,欧洲
482,1.0,比利时,2020.02.17,欧洲
483,1.0,瑞典,2020.02.17,欧洲
484,1.0,芬兰,2020.02.17,欧洲
485,1.0,斯里兰卡,2020.02.17,亚洲
486,1.0,柬埔寨,2020.02.17,亚洲
487,1.0,尼泊尔,2020.02.17,亚洲
488,74279.0,中国,2020.02.18,亚洲
489,81.0,新加坡,2020.02.18,亚洲
490,35.0,泰国,2020.02.18,亚洲
491,31.0,韩国,2020.02.18,亚洲
492,22.0,马来西亚,2020.02.18,亚洲
493,16.0,德国,2020.02.18,欧洲
494,16.0,越南,2020.02.18,亚洲
495,15.0,美国,2020.02.18,北美洲
496,15.0,澳大利亚,2020.02.18,大洋洲
497,12.0,法国,2020.02.18,欧洲
498,9.0,英国,2020.02.18,欧洲
499,9.0,阿联酋,2020.02.18,亚洲
500,8.0,加拿大,2020.02.18,北美洲
501,3.0,意大利,2020.02.18,欧洲
502,3.0,菲律宾,2020.02.18,亚洲
503,3.0,印度,2020.02.18,亚洲
504,2.0,西班牙,2020.02.18,欧洲
505,2.0,俄罗斯,2020.02.18,欧洲
506,1.0,比利时,2020.02.18,欧洲
507,1.0,瑞典,2020.02.18,欧洲
508,1.0,芬兰,2020.02.18,欧洲
509,1.0,斯里兰卡,2020.02.18,亚洲
510,1.0,柬埔寨,2020.02.18,亚洲
511,1.0,尼泊尔,2020.02.18,亚洲
512,75002.0,中国,2020.02.19,亚洲
513,84.0,新加坡,2020.02.19,亚洲
514,51.0,韩国,2020.02.19,亚洲
515,35.0,泰国,2020.02.19,亚洲
516,22.0,马来西亚,2020.02.19,亚洲
517,16.0,德国,2020.02.19,欧洲
518,16.0,越南,2020.02.19,亚洲
519,15.0,美国,2020.02.19,北美洲
520,15.0,澳大利亚,2020.02.19,大洋洲
521,12.0,法国,2020.02.19,欧洲
522,9.0,英国,2020.02.19,欧洲
523,9.0,阿联酋,2020.02.19,亚洲
524,8.0,加拿大,2020.02.19,北美洲
525,3.0,意大利,2020.02.19,欧洲
526,3.0,菲律宾,2020.02.19,亚洲
527,3.0,印度,2020.02.19,亚洲
528,2.0,西班牙,2020.02.19,欧洲
529,2.0,伊朗,2020.02.19,亚洲
530,2.0,俄罗斯,2020.02.19,欧洲
531,1.0,比利时,2020.02.19,欧洲
532,1.0,瑞典,2020.02.19,欧洲
533,1.0,芬兰,2020.02.19,欧洲
534,1.0,斯里兰卡,2020.02.19,亚洲
535,1.0,柬埔寨,2020.02.19,亚洲
536,1.0,尼泊尔,2020.02.19,亚洲
537,75993.0,中国,2020.02.20,亚洲
538,104.0,韩国,2020.02.20,亚洲
539,84.0,新加坡,2020.02.20,亚洲
540,35.0,泰国,2020.02.20,亚洲
541,22.0,马来西亚,2020.02.20,亚洲
542,16.0,德国,2020.02.20,欧洲
543,16.0,越南,2020.02.20,亚洲
544,15.0,美国,2020.02.20,北美洲
545,15.0,澳大利亚,2020.02.20,大洋洲
546,12.0,法国,2020.02.20,欧洲
547,9.0,英国,2020.02.20,欧洲
548,9.0,阿联酋,2020.02.20,亚洲
549,8.0,加拿大,2020.02.20,北美洲
550,5.0,伊朗,2020.02.20,亚洲
551,3.0,意大利,2020.02.20,欧洲
552,3.0,菲律宾,2020.02.20,亚洲
553,3.0,印度,2020.02.20,亚洲
554,2.0,西班牙,2020.02.20,欧洲
555,2.0,俄罗斯,2020.02.20,欧洲
556,1.0,比利时,2020.02.20,欧洲
557,1.0,瑞典,2020.02.20,欧洲
558,1.0,芬兰,2020.02.20,欧洲
559,1.0,斯里兰卡,2020.02.20,亚洲
560,1.0,柬埔寨,2020.02.20,亚洲
561,1.0,尼泊尔,2020.02.20,亚洲
562,76392.0,中国,2020.02.21,亚洲
563,208.0,韩国,2020.02.21,亚洲
564,85.0,新加坡,2020.02.21,亚洲
565,35.0,泰国,2020.02.21,亚洲
566,22.0,马来西亚,2020.02.21,亚洲
567,18.0,伊朗,2020.02.21,亚洲
568,17.0,澳大利亚,2020.02.21,大洋洲
569,16.0,德国,2020.02.21,欧洲
570,16.0,越南,2020.02.21,亚洲
571,15.0,美国,2020.02.21,北美洲
572,12.0,法国,2020.02.21,欧洲
573,9.0,英国,2020.02.21,欧洲
574,9.0,阿联酋,2020.02.21,亚洲
575,8.0,加拿大,2020.02.21,北美洲
576,6.0,意大利,2020.02.21,欧洲
577,3.0,菲律宾,2020.02.21,亚洲
578,3.0,印度,2020.02.21,亚洲
579,2.0,西班牙,2020.02.21,欧洲
580,2.0,俄罗斯,2020.02.21,欧洲
581,1.0,比利时,2020.02.21,欧洲
582,1.0,以色列,2020.02.21,亚洲
583,1.0,瑞典,2020.02.21,欧洲
584,1.0,芬兰,2020.02.21,欧洲
585,1.0,黎巴嫩,2020.02.21,亚洲
586,1.0,斯里兰卡,2020.02.21,亚洲
587,1.0,柬埔寨,2020.02.21,亚洲
588,1.0,尼泊尔,2020.02.21,亚洲
589,77041.0,中国,2020.02.22,亚洲
590,433.0,韩国,2020.02.22,亚洲
591,89.0,新加坡,2020.02.22,亚洲
592,35.0,泰国,2020.02.22,亚洲
593,34.0,美国,2020.02.22,北美洲
594,28.0,伊朗,2020.02.22,亚洲
595,22.0,马来西亚,2020.02.22,亚洲
596,20.0,意大利,2020.02.22,欧洲
597,17.0,澳大利亚,2020.02.22,大洋洲
598,16.0,德国,2020.02.22,欧洲
599,16.0,越南,2020.02.22,亚洲
600,13.0,阿联酋,2020.02.22,亚洲
601,12.0,法国,2020.02.22,欧洲
602,9.0,英国,2020.02.22,欧洲
603,8.0,加拿大,2020.02.22,北美洲
604,3.0,菲律宾,2020.02.22,亚洲
605,3.0,印度,2020.02.22,亚洲
606,2.0,西班牙,2020.02.22,欧洲
607,2.0,巴基斯坦,2020.02.22,亚洲
608,2.0,俄罗斯,2020.02.22,欧洲
609,1.0,比利时,2020.02.22,欧洲
610,1.0,以色列,2020.02.22,亚洲
